date,Close,High,Low,Open,Volume,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,SMA_20,SMA_50,BBL_5_2.0_2.0,BBM_5_2.0_2.0,BBU_5_2.0_2.0,BBB_5_2.0_2.0,BBP_5_2.0_2.0
2025-04-22,198.8732452392578,200.715208155226,195.1196006832811,195.26894368988752,52976400,45.95860826824527,-7.055634989333527,0.8587506093059574,-7.914385598639484,203.0111930847168,219.50629760742189,188.96493000400287,196.40200195312502,203.83907390224718,7.57331582688974,0.6661435644994994
2025-04-23,203.71214294433594,207.09738254349836,201.9199510184256,205.10606155750318,52929200,49.0717422871234,-6.064788866794345,1.4796773854761112,-7.544466252270456,202.05784912109374,219.0472982788086,187.73103128574934,196.89187011718752,206.0527089486257,9.305451592273231,0.8722515455540266
2025-04-24,207.4657745361328,207.92378505310097,202.0593452871763,204.00088023313933,47311000,51.41008066852331,-4.919935522817838,2.099624583562095,-7.019560106379933,201.40270462036128,218.56440307617186,187.68692760117594,199.69963378906252,211.7123399769491,12.030774378460087,0.8232469281110674
2025-04-25,208.371826171875,208.8397878176709,205.30519003897632,205.47445049920006,38222300,51.98317741625843,-3.894625387531221,2.4999477750789696,-6.3945731626101905,200.67736511230464,218.0149978637695,188.85460985481075,202.14895629882812,215.4433027428455,13.153020116873536,0.7340419628468177
2025-04-28,209.22808837890625,210.5821872117057,206.55972563953335,209.088696522261,38743100,52.552726992595595,-2.9786307135972834,2.732753959210326,-5.711384672807609,200.2910484313965,217.38992218017577,196.97942340356704,205.53021545410158,214.08100750463612,8.320715308590797,0.7162298476533238
2025-04-29,210.29345703125,211.31898611202763,207.46576971677675,207.78438836336602,36827600,53.29502632162465,-2.1420398860991554,2.855475829366764,-4.997515715465919,199.7474182128906,216.72502014160153,202.7739190245164,207.81425781250002,212.85459660048363,4.850811336083831,0.7459357716846833
2025-04-30,211.57786560058594,212.65318081121782,205.77316280594096,208.39175489829196,52286500,54.22481841956739,-1.359720578270668,2.910236109756201,-4.269956688026869,199.2152374267578,216.08839508056636,206.16738779291774,209.38740234375004,212.60741689458234,3.0756526083131064,0.8401325090704498
2025-05-01,212.39431762695312,213.62892699621815,207.99348458901505,208.17271138967982,57365700,54.84025926970811,-0.6661668782587071,2.8830318478145296,-3.5491987260732367,198.68903198242185,215.46013366699216,207.07776994810231,210.3731109619141,213.6684519757259,3.132853812679873,0.8066764041365544
2025-05-02,204.45889282226562,206.0917754590827,201.2827333487594,205.19567188008233,101010600,48.07479127676279,-0.7482180449678992,2.2407845448842703,-2.9890025898521695,198.79656448364258,214.65404693603512,203.36397642739516,209.5905242919922,215.81707215658926,5.941631078628824,0.08792322958729264
2025-05-05,198.02691650390625,203.21431440062256,197.34987465543003,202.21865389928206,69018500,43.40111943806272,-1.3170685736836276,1.3375472129348336,-2.654615786618461,199.31978378295898,213.72489685058588,195.2151214665319,207.3502899169922,219.4854583674525,11.70499299067132,0.11585315230081064
2025-05-06,197.6485595703125,199.77927242381972,196.16503515467957,197.3498735756035,51216500,43.135464902778374,-1.7779221783637524,0.7013548866037671,-2.4792770649675195,200.16858367919923,212.75731414794916,190.6528607559539,204.82131042480472,218.98976009365555,13.83493703801142,0.2468759454232515
2025-05-07,195.3983612060547,198.5745204381265,192.4113798882551,198.30568786560423,68536700,41.5082153693248,-2.2982315993688758,0.144836372478915,-2.443067971847791,201.35491333007815,211.74592224121085,187.74595046456173,201.58540954589844,215.42486862723516,13.730615834263187,0.2764707311361852
2025-05-08,196.6329803466797,199.18186857203315,193.83516182561291,196.8619779876493,50478900,42.78358824174307,-2.5812026205695133,-0.11050771897737777,-2.4706949015921356,201.28720779418944,210.89224273681629,191.39462391056267,198.43314208984378,205.4716602691249,7.094095376561956,0.37212068667641357
2025-05-09,197.66848754882812,199.66975978270045,196.68277813613466,198.13644922219603,36453900,43.88867812836303,-2.6908835854918607,-0.1761509471197802,-2.5147326383720805,201.69094924926756,210.1202078247069,194.93173602891522,197.07506103515627,199.2183860413973,2.1751357020853024,0.6384359609354364
2025-05-12,210.15048217773438,210.62903686932515,206.12274573806786,210.32994399020487,63775800,55.13685739401146,-1.7504359541594,0.6114373473701447,-2.3618733015295446,202.33396682739254,209.50740722656238,187.44745977080154,199.4997741699219,211.55208856904224,12.08253437806392,0.9418532264885919
2025-05-13,212.28399658203125,212.75257189298435,208.36592688565332,209.79158118866218,51909300,56.733400908945065,-0.8234751400472078,1.2307185291858693,-2.054193669233077,202.8661079406738,209.0131460571288,186.227218790435,202.42686157226566,218.62650435409634,16.005427991133935,0.8042392706591416
2025-05-14,211.68582153320312,213.29093762104833,209.94113079478424,211.78550901932945,49325800,56.13027822817305,-0.135557125591788,1.5349092349130313,-1.6704663605048193,203.3872589111328,208.54873901367176,190.0095115128876,205.68435363769535,221.3591957625031,15.241647551294399,0.6914363107367303
2025-05-15,210.80848693847656,212.31391554357438,208.90427796298633,210.31000386923802,45029500,55.2033336016415,0.3349679850215068,1.604347476421061,-1.2693794913995542,204.25633544921874,208.07056854248037,196.27849658500807,208.51945495605472,220.76041332710136,11.740830968147712,0.593498887629422
2025-05-16,210.6190643310547,211.92510277199543,209.1335944967917,211.71573318604425,54737900,54.99217502182011,0.6846850803798077,1.5632516574234896,-0.8785665770436819,204.98102798461915,207.59677398681632,209.38839632416457,211.1095703125,212.83074430083545,1.6305977846363173,0.35750830980205067
